Unnamed: 0,Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate,LapTime_in_seconds,laptime_sum_sectortimes
0,0 days 00:35:33.481000,NOR,1,,1.0,1.0,0 days 00:33:50.583000,,,42.062,29.163,,0 days 00:35:04.491000,0 days 00:35:33.565000,187.0,201.0,284.0,141.0,False,SOFT,1.0,True,McLaren,0 days 00:33:50.583000,2026-06-13 10:49:44.289,1,,False,,False,False,,
1,0 days 00:36:50.090000,NOR,1,0 days 00:01:16.609000,2.0,1.0,,,22.387,31.045,23.177,0 days 00:35:55.868000,0 days 00:36:26.913000,0 days 00:36:50.090000,277.0,283.0,279.0,331.0,True,SOFT,2.0,True,McLaren,0 days 00:35:33.481000,2026-06-13 10:51:27.187,1,,False,,False,True,76.609,76.60900000000001
2,0 days 00:38:53.989000,NOR,1,0 days 00:02:03.899000,3.0,1.0,,0 days 00:38:50.880000,35.252,47.911,40.736,0 days 00:37:25.342000,0 days 00:38:13.253000,0 days 00:38:53.989000,163.0,162.0,,184.0,False,SOFT,3.0,True,McLaren,0 days 00:36:50.090000,2026-06-13 10:52:43.796,1,,False,,False,False,123.899,123.899
3,0 days 00:41:16.980000,NOR,1,0 days 00:02:22.991000,4.0,2.0,0 days 00:39:23.405000,,68.924,46.607,27.46,0 days 00:40:02.913000,0 days 00:40:49.520000,0 days 00:41:16.980000,186.0,191.0,281.0,101.0,False,SOFT,4.0,False,McLaren,0 days 00:38:53.989000,2026-06-13 10:54:47.695,1,,False,,False,False,142.991,142.991
4,0 days 00:42:33.739000,NOR,1,0 days 00:01:16.759000,5.0,2.0,,,22.576,30.966,23.217,0 days 00:41:39.556000,0 days 00:42:10.522000,0 days 00:42:33.739000,275.0,285.0,284.0,330.0,False,SOFT,5.0,False,McLaren,0 days 00:41:16.980000,2026-06-13 10:57:10.686,1,,False,,False,True,76.759,76.759
5,0 days 00:43:56.686000,NOR,1,0 days 00:01:22.947000,6.0,2.0,,,26.868,32.139,23.94,0 days 00:43:00.607000,0 days 00:43:32.746000,0 days 00:43:56.686000,252.0,274.0,298.0,260.0,False,SOFT,6.0,False,McLaren,0 days 00:42:33.739000,2026-06-13 10:58:27.445,1,,False,,False,True,82.947,82.947
6,0 days 00:45:16.034000,NOR,1,0 days 00:01:19.348000,7.0,2.0,,,23.286,32.072,23.99,0 days 00:44:19.972000,0 days 00:44:52.044000,0 days 00:45:16.034000,261.0,275.0,299.0,317.0,False,SOFT,7.0,False,McLaren,0 days 00:43:56.686000,2026-06-13 10:59:50.392,1,,False,,False,True,79.348,79.348
7,0 days 00:46:35.794000,NOR,1,0 days 00:01:19.760000,8.0,2.0,,,23.145,32.139,24.476,0 days 00:45:39.179000,0 days 00:46:11.318000,0 days 00:46:35.794000,259.0,269.0,297.0,324.0,False,SOFT,8.0,False,McLaren,0 days 00:45:16.034000,2026-06-13 11:01:09.740,1,,False,,False,True,79.76,79.76
8,0 days 01:01:31.134000,NOR,1,,9.0,2.0,,0 days 00:48:18.450000,23.956,42.309,,0 days 00:46:59.995000,0 days 00:47:42.278000,,249.0,98.0,,326.0,False,SOFT,9.0,False,McLaren,0 days 00:46:35.794000,2026-06-13 11:02:29.500,125,,False,,False,False,,
9,0 days 01:03:18.514000,NOR,1,,10.0,3.0,0 days 01:01:31.134000,,,39.235,26.155,,0 days 01:02:52.513000,0 days 01:03:18.642000,204.0,241.0,288.0,162.0,False,SOFT,1.0,True,McLaren,0 days 01:01:31.134000,2026-06-13 11:17:24.840,1,,False,,False,False,,
10,0 days 01:04:34.439000,NOR,1,0 days 00:01:15.925000,11.0,3.0,,,22.214,30.7,23.011,0 days 01:03:40.728000,0 days 01:04:11.428000,0 days 01:04:34.439000,276.0,289.0,282.0,337.0,True,SOFT,2.0,True,McLaren,0 days 01:03:18.514000,2026-06-13 11:19:12.220,1,,False,,False,True,75.925,75.925
11,0 days 01:06:21.236000,NOR,1,0 days 00:01:46.797000,12.0,3.0,,0 days 01:06:18.355000,33.348,41.444,32.005,0 days 01:05:07.787000,0 days 01:05:49.231000,0 days 01:06:21.236000,219.0,174.0,,141.0,False,SOFT,3.0,True,McLaren,0 days 01:04:34.439000,2026-06-13 11:20:28.145,1,,False,,False,False,106.797,106.797
12,0 days 01:15:47.895000,NOR,1,,13.0,4.0,0 days 01:13:41.523000,,,36.679,26.814,,0 days 01:15:21.130000,0 days 01:15:47.895000,174.0,223.0,247.0,249.0,False,SOFT,4.0,False,McLaren,0 days 01:06:21.236000,2026-06-13 11:22:14.942,1,,False,,False,False,,
13,0 days 01:18:25.799000,NOR,1,,14.0,4.0,,,30.763,42.703,84.552,0 days 01:16:18.700000,0 days 01:17:01.455000,0 days 01:18:25.799000,181.0,141.0,3.0,211.0,False,SOFT,5.0,False,McLaren,0 days 01:15:47.895000,2026-06-13 11:31:41.601,1,,False,,False,False,,158.01800000000003
14,0 days 01:20:00.490000,NOR,1,0 days 00:01:34.691000,15.0,4.0,,0 days 01:19:57.704000,27.067,37.079,30.545,0 days 01:18:52.866000,0 days 01:19:29.945000,0 days 01:20:00.490000,222.0,181.0,,301.0,False,SOFT,6.0,False,McLaren,0 days 01:18:25.799000,2026-06-13 11:34:19.505,12,,False,,False,False,94.691,94.691
15,0 days 00:40:54.645000,VER,3,,1.0,1.0,0 days 00:39:09.092000,,,41.924,31.294,,0 days 00:40:23.531000,0 days 00:40:54.758000,202.0,211.0,291.0,164.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:39:09.092000,2026-06-13 10:55:02.798,1,,False,,False,False,,
16,0 days 00:42:11.500000,VER,3,0 days 00:01:16.855000,2.0,1.0,,,22.367,30.933,23.555,0 days 00:41:17.012000,0 days 00:41:47.945000,0 days 00:42:11.500000,271.0,285.0,274.0,330.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:40:54.645000,2026-06-13 10:56:48.351,1,,False,,False,True,76.855,76.85499999999999
17,0 days 00:44:09.159000,VER,3,0 days 00:01:57.659000,3.0,1.0,,0 days 00:44:06.350000,33.725,48.359,35.575,0 days 00:42:45.225000,0 days 00:43:33.584000,0 days 00:44:09.159000,152.0,155.0,,247.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:42:11.500000,2026-06-13 10:58:05.206,1,,False,,False,False,117.659,117.659
18,0 days 00:55:12.921000,VER,3,,4.0,2.0,0 days 00:53:20.615000,,,42.258,26.658,,0 days 00:54:46.446000,0 days 00:55:12.921000,167.0,238.0,288.0,154.0,False,SOFT,4.0,False,Red Bull Racing,0 days 00:53:20.615000,2026-06-13 11:09:14.321,1,,False,,False,False,,
19,0 days 00:56:30.150000,VER,3,0 days 00:01:17.229000,5.0,2.0,,,22.583,31.217,23.429,0 days 00:55:35.504000,0 days 00:56:06.721000,0 days 00:56:30.150000,271.0,292.0,279.0,331.0,False,SOFT,5.0,False,Red Bull Racing,0 days 00:55:12.921000,2026-06-13 11:11:06.627,1,,False,,False,True,77.229,77.229
20,0 days 00:58:02.908000,VER,3,0 days 00:01:32.758000,6.0,2.0,,0 days 00:58:00.093000,27.35,34.235,31.173,0 days 00:56:57.500000,0 days 00:57:31.735000,0 days 00:58:02.908000,222.0,242.0,,209.0,False,SOFT,6.0,False,Red Bull Racing,0 days 00:56:30.150000,2026-06-13 11:12:23.856,1,,False,,False,False,92.758,92.758
21,0 days 01:04:39.884000,VER,3,,7.0,3.0,0 days 01:02:43.532000,,,41.944,28.744,,0 days 01:04:11.376000,0 days 01:04:40.111000,159.0,182.0,288.0,125.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:58:02.908000,2026-06-13 11:13:56.614,1,,False,,False,False,,
22,0 days 01:05:56.318000,VER,3,0 days 00:01:16.434000,8.0,3.0,,,22.41,30.654,23.37,0 days 01:05:02.294000,0 days 01:05:32.948000,0 days 01:05:56.318000,274.0,289.0,278.0,335.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:04:39.884000,2026-06-13 11:20:33.590,1,,False,,False,True,76.434,76.434
23,0 days 01:07:27.403000,VER,3,0 days 00:01:31.085000,9.0,3.0,,0 days 01:07:24.726000,27.97,33.813,29.302,0 days 01:06:24.288000,0 days 01:06:58.101000,0 days 01:07:27.403000,224.0,221.0,,226.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:05:56.318000,2026-06-13 11:21:50.024,1,,False,,False,False,91.085,91.085
24,0 days 01:14:27.812000,VER,3,,10.0,4.0,0 days 01:12:21.597000,,,40.023,30.655,,0 days 01:13:57.218000,0 days 01:14:27.841000,108.0,178.0,212.0,194.0,False,SOFT,4.0,False,Red Bull Racing,0 days 01:07:27.403000,2026-06-13 11:23:21.109,1,,False,,False,False,,
25,0 days 01:16:26.993000,VER,3,0 days 00:01:59.181000,11.0,4.0,,,33.462,41.975,43.744,0 days 01:15:01.274000,0 days 01:15:43.249000,0 days 01:16:26.993000,163.0,200.0,42.0,218.0,False,SOFT,5.0,False,Red Bull Racing,0 days 01:14:27.812000,2026-06-13 11:30:21.518,1,,False,,False,True,119.181,119.181
26,0 days 01:18:32.169000,VER,3,0 days 00:02:05.176000,12.0,4.0,,0 days 01:18:29.353000,59.214,36.85,29.112,0 days 01:17:26.207000,0 days 01:18:03.057000,0 days 01:18:32.169000,214.0,196.0,,290.0,False,SOFT,6.0,False,Red Bull Racing,0 days 01:16:26.993000,2026-06-13 11:32:20.699,1,,False,,False,False,125.176,125.176
27,0 days 00:35:06.111000,BOR,5,,1.0,1.0,0 days 00:33:34.264000,,,37.184,26.438,,0 days 00:34:39.870000,0 days 00:35:06.190000,198.0,228.0,285.0,224.0,False,SOFT,1.0,True,Audi,0 days 00:33:34.264000,2026-06-13 10:49:27.970,1,,False,,False,False,,
28,0 days 00:36:23.692000,BOR,5,0 days 00:01:17.581000,2.0,1.0,,,22.66,31.318,23.603,0 days 00:35:28.771000,0 days 00:36:00.089000,0 days 00:36:23.692000,280.0,279.0,277.0,330.0,True,SOFT,2.0,True,Audi,0 days 00:35:06.111000,2026-06-13 10:50:59.817,1,,False,,False,True,77.581,77.581
29,0 days 00:38:08.634000,BOR,5,0 days 00:01:44.942000,3.0,1.0,,0 days 00:38:05.793000,26.249,47.109,31.584,0 days 00:36:49.941000,0 days 00:37:37.050000,0 days 00:38:08.634000,162.0,222.0,,296.0,False,SOFT,3.0,True,Audi,0 days 00:36:23.692000,2026-06-13 10:52:17.398,1,,False,,False,False,104.942,104.942
30,0 days 00:46:52.930000,BOR,5,,4.0,2.0,0 days 00:44:47.238000,,,44.117,28.812,,0 days 00:46:24.205000,0 days 00:46:53.045000,179.0,180.0,281.0,177.0,False,SOFT,4.0,False,Audi,0 days 00:38:08.634000,2026-06-13 10:54:02.340,1,,False,,False,False,,
31,0 days 00:48:11.901000,BOR,5,0 days 00:01:18.971000,5.0,2.0,,,22.879,31.799,24.293,0 days 00:47:15.809000,0 days 00:47:47.608000,0 days 00:48:11.901000,277.0,283.0,280.0,330.0,False,SOFT,5.0,False,Audi,0 days 00:46:52.930000,2026-06-13 11:02:46.636,12,,False,,False,True,78.971,78.971
32,0 days 01:03:36.694000,BOR,5,,6.0,2.0,,0 days 00:50:08.497000,,,,,,,,,,,False,SOFT,6.0,False,Audi,0 days 00:48:11.901000,2026-06-13 11:04:05.607,251,,False,,False,False,,
33,0 days 01:05:27.149000,BOR,5,,7.0,3.0,0 days 01:03:36.694000,,,41.789,29.589,,0 days 01:04:57.886000,0 days 01:05:27.395000,198.0,199.0,288.0,162.0,False,SOFT,1.0,True,Audi,0 days 01:03:36.694000,2026-06-13 11:19:30.400,1,,False,,False,False,,
34,0 days 01:06:44.176000,BOR,5,0 days 00:01:17.027000,8.0,3.0,,,22.431,31.156,23.44,0 days 01:05:49.580000,0 days 01:06:20.736000,0 days 01:06:44.176000,280.0,280.0,280.0,332.0,True,SOFT,2.0,True,Audi,0 days 01:05:27.149000,2026-06-13 11:21:20.855,1,,False,,False,True,77.027,77.027
