Team,team_offset
Alpine,-0.07656612226477932
Aston Martin,0.6048989434709142
Audi,0.6901306924230184
Cadillac,1.429908825825116
Ferrari,0.27393616420754086
Haas F1 Team,0.4201742748149755
McLaren,-0.19256743286341305
Mercedes,0.03843240909299084
Racing Bulls,-0.2540192084358779
Red Bull Racing,0.007174274814971682
Williams,0.5718427495473719
