laptime_sum_sectortimes_quali
79.327
79.47800000000001
79.303
81.247
79.38
78.518
78.811
80.221
80.303
80.49100000000001
79.994
80.311
80.941
81.27
83.244
80.501
79.475
82.605
81.969
66.414
66.113
66.511
66.475
66.408
67.007
66.50200000000001
68.171
67.523
67.611
66.632
69.03
67.223
68.509
68.945
69.942
67.29299999999999
66.349
70.363
66.955
67.817
68.25200000000001
104.678
104.895
104.893
105.823
105.016
104.361
104.801
104.869
105.143
105.628
106.12
106.671
106.779
107.12
106.392
107.801
106.331
107.823
107.971
106.777
110.177
110.002
88.458
88.111
88.286
88.481
89.032
88.893
88.877
88.746
89.945
89.716
91.321
89.461
89.305
90.501
90.623
90.68
90.743
91.227
90.063
91.451
92.888
92.863
72.646
72.578
72.86800000000001
72.976
72.907
72.729
72.781
73.28
73.886
75.196
74.071
72.935
74.845
74.851
74.273
74.187
76.195
73.897
74.416
76.272
75.429
73.697
92.286
92.064
92.608
92.55
92.428
92.415
93.292
93.002
93.354
92.873
93.765
93.965
93.121
93.538
93.357
94.772
94.317
95.203
95.436
95.995
93.784
96.906
77.445
77.725
77.219
77.856
77.76
79.10499999999999
78.686
78.281
78.765
77.207
79.73400000000001
79.80799999999999
78.844
80.65799999999999
81.322
80.65899999999999
80.621
77.47899999999998
79.027
80.886
77.684
80.23299999999999
89.07600000000001
88.77799999999999
89.40899999999999
89.132
89.405
89.567
90.262
90.495
90.309
90.319
90.274
90.387
89.97800000000001
91.09
89.691
90.627
91.033
91.088
92.206
92.33
92.92000000000002
92.646
88.143
87.964
88.5
88.319
87.79799999999999
88.197
88.18299999999999
88.81
88.789
89.56800000000001
88.762
89.946
89.567
93.737
89.43900000000001
89.772
89.49900000000001
91.967
91.098
91.629
90.133
91.164
72.351
72.279
72.094
72.051
72.445
72.76499999999999
73.90200000000002
72.624
74.683
73.226
73.787
73.815
72.434
74.747
73.995
74.814
74.72200000000001
74.24799999999999
73.412
75.34899999999999
75.283
76.061
74.679
75.09
75.281
75.021
76.542
75.84
76.191
76.389
76.001
77.827
77.07300000000001
76.261
77.757
78.815
78.758
75.001
75.077
77.545
74.99799999999999
77.424
76.657
74.743
