laptime_sum_sectortimes_quali
95.589
95.401
94.956
94.794
96.54
97.309
95.365
95.125
96.982
96.192
98.166
96.542
97.541
97.994
98.682
97.132
98.577
97.743
96.237
98.635
81.16399999999999
81.879
81.828
81.83800000000001
82.152
83.339
83.577
83.53200000000001
83.187
63.149
63.13000000000001
63.84
63.464
63.996
63.66
63.89200000000001
64.845
64.979
64.874
65.479
64.05099999999999
64.72500000000001
65.279
65.019
65.286
65.05799999999999
65.271
65.366
65.322
101.837
101.911
102.547
101.677
102.523
101.994
104.019
103.886
104.496
101.498
103.585
117.354
103.066
102.49
104.074
105.541
104.759
104.489
103.351
88.39800000000001
88.12400000000001
88.31
87.958
88.273
90.53
89.32900000000001
89.986
89.358
89.57000000000001
90.21200000000002
91.42
90.525
91.503
91.483
90.105
91.063
90.156
89.874
89.374
118.905
122.769
118.179
122.671
102.191
122.939
104.145
104.489
103.844
122.122
104.062
104.301
103.865
105.134
124.933
104.998
105.307
121.894
104.917
121.851
67.778
67.374
67.28099999999999
67.78
67.45599999999999
67.441
68.517
68.65899999999999
68.49199999999999
68.77000000000001
69.269
68.834
69.441
69.029
70.381
69.28
69.601
68.29599999999999
68.741
69.402
85.892
86.21700000000001
85.936
87.09899999999999
85.99000000000001
86.602
87.455
87.928
88.194
88.391
88.343
87.879
87.244
88.139
88.456
89.096
87.90100000000001
89.252
70.93700000000001
70.996
71.116
70.76400000000001
70.857
71.095
72.856
72.168
72.86500000000001
72.084
72.661
72.606
72.635
71.916
72.671
91.675
91.182
91.684
92.342
91.796
91.095
93.075
92.819
92.855
92.532
94.101
93.232
92.758
93.057
94.062
93.795
94.454
93.505
94.914
94.285
90.029
90.147
91.067
103.077
90.845
91.472
90.786
92.46
92.454
92.93
92.126
92.075
92.635
92.82
92.115
71.822
71.212
71.416
71.547
72.544
72.2
72.717
72.56
72.774
73.65700000000001
72.69200000000001
73.702
73.736
96.442
96.21
98.032
96.186
95.658
95.918
100.593
96.506
96.743
99.858
97.591
95.214
98.128
79.584
79.142
80.609
97.075
79.008
81.888
79.119
81.09899999999999
81.934
81.28
81.35
80.615
81.041
81.801
79.656
79.294
81.889
81.669
82.56800000000001
80.93599999999999
82.048
79.28
81.732
81.627
82.08500000000001
87.76
88.059
89.806
89.521
92.192
89.057
90.126
89.76100000000001
89.864
91.213
90.093
90.49
97.229
90.226
90.361
90.714
90.02300000000001
90.573
90.372
91.041
74.785
74.759
76.084
75.827
74.894
75.16
74.97
75.33
77.184
77.167
76.911
76.513
76.966
77.599
77.886
77.68900000000001
76.828
76.871
76.189
76.844
70.81
71.232
71.039
71.266
72.13
71.441
72.154
72.72800000000001
72.521
72.061
73.179
72.411
72.221
72.44
72.714
72.11000000000001
73.32300000000001
73.265
73.393
91.943
93.048
91.532
91.387
93.247
93.41299999999998
92.237
93.18099999999998
94.655
93.704
94.383
93.419
95.977
95.612
95.037
96.437
95.196
93.563
95.504
94.626
96.996
96.334
96.628
96.794
98.588
96.015
98.716
96.702
98.747
98.32
99.453
97.985
99.644
98.641
98.365
99.691
99.809
101.334
101.263
99.864
76.213
76.173
76.30499999999999
76.816
76.612
77.721
76.81800000000001
77.83500000000001
78.32300000000001
78.46300000000001
77.676
78.91
79.098
77.78999999999999
78.696
92.237
92.616
94.766
93.494
92.298
92.307
94.566
94.25
94.42
95.536
95.294
94.85
94.594
95.362
94.732
94.145
94.215
95.48
95.735
95.206
94.973
95.139
94.779
95.682
95.339
98.051
95.219
97.254
98.114
96.71
96.436
97.103
98.383
97.055
97.141
97.089
96.459
99.236
96.456
98.717
80.486
81.19
81.44200000000001
81.32
80.598
82.314
82.774
83.02
82.09899999999999
82.562
82.714
81.826
82.636
83.084
83.017
82.78099999999999
82.57000000000001
82.304
86.06700000000001
84.36000000000001
63.262
63.667
63.537000000000006
63.003
63.43899999999999
64.19900000000001
73.601
64.78999999999999
64.072
64.09899999999999
64.49000000000001
65.324
64.665
64.516
64.789
64.179
64.166
64.832
65.904
66.206
101.995
100.797
102.477
101.886
103.068
103.407
101.335
101.593
102.63
102.699
102.494
101.681
103.427
101.069
100.554
102.398
100.495
105.455
102.424
105.062
87.866
88.16
88.256
88.19
88.75200000000001
89.526
88.813
90.03399999999999
89.854
89.022
89.488
88.757
89.513
89.756
89.043
90.02600000000001
89.01499999999999
90.217
91.759
91.799
103.267
102.519
103.69
105.799
103.415
103.282
105.047
104.257
104.706
106.507
104.542
104.847
104.557
104.797
105.637
105.086
106.518
106.435
107.548
67.935
67.874
67.631
67.72800000000001
68.92099999999999
68.90299999999999
68.837
69.32
68.868
70.126
69.037
69.536
68.98400000000001
68.91900000000001
69.035
67.508
67.699
68.854
70.614
85.59
85.093
85.276
85.09899999999999
85.172
85.78699999999999
86.386
86.182
86.345
86.578
86.22399999999999
86.928
86.721
86.762
86.519
86.662
87.789
86.54599999999999
86.757
88.25699999999999
70.446
71.101
70.91999999999999
71.8
70.24
72.23
73.98100000000001
71.071
72.197
71.786
71.863
71.324
71.079
72.136
72.10900000000001
72.193
72.266
71.92099999999999
73.61699999999999
74.393
91.848
91.57
91.865
92.089
91.547
92.958
92.93
93.236
94.292
93.156
93.15
92.962
93.967
93.419
93.523
93.299
95.281
95.253
88.319
88.605
88.965
89.40899999999999
89.799
90.184
89.41799999999999
89.52199999999999
89.918
90.461
90.738
90.544
91.726
91.564
91.44
90.533
93.42000000000002
93.205
91.626
92.789
72.344
71.767
72.113
72.12899999999999
72.18
72.897
72.851
73.45
72.799
73.065
73.333
72.789
73.135
73.461
73.126
72.538
72.786
74.839
74.721
74.769
74.572
75.071
75.45
77.081
75.043
76.565
75.8
75.852
76.041
77.257
76.013
76.69200000000001
76.687
77.10900000000001
76.804
77.031
77.542
78.324
74.59
79.307
80.455
81.068
79.346
80.02099999999999
80.63
79.457
116.334
81.125
80.517
80.498
79.839
80.61500000000001
80.049
80.784
82.356
81.8
80.515
81.291
87.293
87.302
87.064
87.25299999999999
87.851
87.851
88.304
90.344
89.345
88.464
89.34100000000001
90.112
89.822
89.358
89.563
90.364
89.25399999999999
88.836
75.262
75.024
74.758
75.336
75.338
75.17
76.014
76.586
76.469
77.269
76.88499999999999
78.436
76.967
76.322
76.93299999999999
78.065
76.687
78.59899999999999
78.823
80.179
70.166
70.641
70.25200000000001
72.149
70.947
71.041
71.66999999999999
71.10900000000001
72.115
72.027
71.21799999999999
72.185
71.271
71.653
71.724
72.233
73.477
73.751
72.846
71.417
91.628
92.31
92.053
